prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id,prompt_type,logit_io,logit_s,logit_diff,prob_io,prob_s,is_correct,rank_io,top_1_prediction,top_k_predictions,top_k_logits
"When David and Henry visited the restaurant, Henry handed the letter to","When David and Harry visited the restaurant, Harry handed the letter to",David,Henry,Harry,ABB,1,the restaurant,letter,3271,8616,clean,15.092305,13.17704,1.915265,0.2053335,0.03024619,True,1,David,David | the | his | a | them,15.0923 | 14.9083 | 14.0141 | 13.7023 | 13.6447
"Once Wendy and Henry were at the museum, Henry brought the card to","Once Wendy and Liam were at the museum, Liam brought the card to",Wendy,Henry,Liam,ABB,4,the museum,card,28314,8616,clean,16.251051,12.912561,3.33849,0.29107189,0.01033029,True,1,Wendy,Wendy | her | the | them | his,16.2511 | 15.3337 | 15.3143 | 14.5319 | 14.1889
"Once Fred and Iris were at the station, Fred brought the book to","Once Alice and Iris were at the station, Alice brought the book to",Iris,Fred,Alice,BAB,4,the station,book,34230,8559,clean,14.584942,11.849974,2.734968,0.10175356,0.00660341,True,2,the,the | Iris | him | them | his,15.0930 | 14.5849 | 14.4883 | 14.2091 | 14.1903
"While Ella and Xander were at the cafe, Xander delivered the card to","While Ella and Grace were at the cafe, Grace delivered the card to",Ella,Xander,Grace,ABB,5,the cafe,card,7122,46122,clean,14.596743,13.59763,0.999113,0.10592118,0.0390008,True,2,the,the | Ell | her | his | Xander,14.6701 | 14.5967 | 14.1388 | 13.9342 | 13.5976
"When Isla and Liam arrived at the station, Isla passed the ticket to","When Wendy and Liam arrived at the station, Wendy passed the ticket to",Liam,Isla,Wendy,BAB,2,the station,ticket,31684,1148,clean,15.078823,8.733913,6.34491,0.34950149,0.00061361,True,1,Liam,Liam | the | a | his | her,15.0788 | 14.1138 | 13.1292 | 12.6700 | 12.4411
"When Paul and Mia arrived at the cafe, Mia passed the bag to","When Paul and Harry arrived at the cafe, Harry passed the bag to",Paul,Mia,Harry,ABB,2,the cafe,bag,3362,32189,clean,16.824413,12.610574,4.21384,0.61925191,0.00915841,True,1,Paul,Paul | the | her | a | them,16.8244 | 14.4651 | 14.4399 | 13.7349 | 13.2792
"When Iris and Ella arrived at the hospital, Ella passed the map to","When Iris and Kate arrived at the hospital, Kate passed the map to",Iris,Ella,Kate,ABB,2,the hospital,map,34230,7122,clean,16.197803,11.382469,4.815334,0.54492992,0.00441639,True,1,Iris,Iris | her | the | them | a,16.1978 | 14.5805 | 13.8986 | 12.7704 | 11.9548
"When David and Rose visited the hospital, David handed the phone to","When Gina and Rose visited the hospital, Gina handed the phone to",Rose,David,Gina,BAB,1,the hospital,phone,8049,3271,clean,16.170706,12.831543,3.339163,0.30219012,0.01071767,True,1,Rose,Rose | his | the | her | a,16.1707 | 15.5848 | 14.9082 | 14.7630 | 14.1942
"When Emma and Carol visited the office, Carol handed the map to","When Emma and Bob visited the office, Bob handed the map to",Emma,Carol,Bob,ABB,1,the office,map,18966,5074,clean,16.61767,12.0956,4.52207,0.39750886,0.00431953,True,1,Emma,Emma | her | the | them | a,16.6177 | 15.4237 | 15.0319 | 14.7276 | 13.3979
"After Bob and Fred left the museum, Bob sent the book to","After Grace and Fred left the museum, Grace sent the book to",Fred,Bob,Grace,BAB,3,the museum,book,8559,5811,clean,15.640835,14.092618,1.548217,0.30515718,0.06488459,True,1,Fred,Fred | his | the | Bob | him,15.6408 | 14.4250 | 14.3079 | 14.0926 | 13.2341
"When Zach and Paul visited the beach, Zach handed the phone to","When Fred and Paul visited the beach, Fred handed the phone to",Paul,Zach,Fred,BAB,1,the beach,phone,3362,18825,clean,15.872417,11.274492,4.597925,0.33525923,0.00337697,True,1,Paul,Paul | the | his | a | him,15.8724 | 14.8165 | 14.7425 | 13.8931 | 13.4000
"When Olivia and Paul arrived at the library, Paul passed the key to","When Olivia and Derek arrived at the library, Derek passed the key to",Olivia,Paul,Derek,ABB,2,the library,key,33911,3362,clean,13.33432,11.478734,1.855586,0.03217424,0.0050308,True,6,the,the | his | a | her | their,16.0823 | 14.1819 | 13.9789 | 13.9560 | 13.9439
"After Iris and Amy left the market, Amy sent the map to","After Iris and Xander left the market, Xander sent the map to",Iris,Amy,Xander,ABB,3,the market,map,34230,14235,clean,15.528837,13.832498,1.69634,0.35798693,0.06563814,True,1,Iris,Iris | her | the | Amy | a,15.5288 | 14.0553 | 13.9368 | 13.8325 | 12.1117
"Once Grace and Wendy were at the station, Wendy brought the letter to","Once Grace and Amy were at the station, Amy brought the letter to",Grace,Wendy,Amy,ABB,4,the station,letter,16156,28314,clean,13.633417,12.209145,1.424273,0.05055225,0.01216709,True,3,the,the | her | Grace | them | me,14.8649 | 14.6730 | 13.6334 | 13.5973 | 13.0161
"When Ella and Bob arrived at the park, Ella passed the note to","When Henry and Bob arrived at the park, Henry passed the note to",Bob,Ella,Henry,BAB,2,the park,note,5811,7122,clean,16.235342,9.941155,6.294187,0.49638531,0.00091683,True,1,Bob,Bob | her | the | them | their,16.2353 | 14.6949 | 14.4135 | 13.1831 | 12.8784
"When Wendy and Yara visited the office, Wendy handed the pen to","When Liam and Yara visited the office, Liam handed the pen to",Yara,Wendy,Liam,BAB,1,the office,pen,575,28314,clean,15.576344,13.377258,2.199085,0.26500341,0.02939009,True,1,Y,Y | her | the | a | Wendy,15.5763 | 15.2072 | 14.5847 | 13.8722 | 13.3773
"When Tara and Grace arrived at the beach, Grace passed the phone to","When Tara and Bob arrived at the beach, Bob passed the phone to",Tara,Grace,Bob,ABB,2,the beach,phone,37723,16156,clean,15.652502,11.371383,4.281119,0.31118056,0.00430275,True,1,Tara,Tara | her | the | a | them,15.6525 | 14.8795 | 14.2395 | 13.8999 | 12.7839
"While Zach and David were at the library, Zach delivered the book to","While Grace and David were at the library, Grace delivered the book to",David,Zach,Grace,BAB,5,the library,book,3271,18825,clean,14.928753,12.401182,2.527571,0.15630007,0.01248099,True,1,David,David | his | the | a | him,14.9288 | 14.8612 | 14.5618 | 14.2647 | 12.8609
"While Fred and Amy were at the restaurant, Fred delivered the package to","While Iris and Amy were at the restaurant, Iris delivered the package to",Amy,Fred,Iris,BAB,5,the restaurant,package,14235,8559,clean,16.833029,10.588907,6.244122,0.52271718,0.00101503,True,1,Amy,Amy | the | his | her | a,16.8330 | 15.2621 | 14.9241 | 14.2259 | 13.6558
"When Henry and Derek visited the theater, Derek handed the package to","When Henry and Emma visited the theater, Emma handed the package to",Henry,Derek,Emma,ABB,1,the theater,package,8616,20893,clean,16.719715,13.934371,2.785344,0.54420638,0.0335818,True,1,Henry,Henry | the | his | them | Derek,16.7197 | 14.7470 | 14.2746 | 13.9702 | 13.9344
"After Kate and David left the mall, Kate sent the pen to","After Grace and David left the mall, Grace sent the pen to",David,Kate,Grace,BAB,3,the mall,pen,3271,16693,clean,13.733349,13.4533,0.280048,0.06178543,0.04669417,True,3,her,her | the | David | Kate | a,15.0433 | 14.1342 | 13.7333 | 13.4533 | 13.2905
"While Mia and Harry were at the store, Mia delivered the phone to","While Bob and Harry were at the store, Bob delivered the phone to",Harry,Mia,Bob,BAB,5,the store,phone,5850,32189,clean,15.678701,10.645298,5.033403,0.29217589,0.00190399,True,1,Harry,Harry | the | her | a | Hermione,15.6787 | 14.6729 | 14.5001 | 13.5310 | 13.1027
"When Grace and Derek arrived at the store, Grace passed the note to","When Iris and Derek arrived at the store, Iris passed the note to",Derek,Grace,Iris,BAB,2,the store,note,20893,16156,clean,15.571615,8.028846,7.542769,0.2996009,0.00015877,True,1,Derek,Derek | her | the | a | them,15.5716 | 15.2514 | 14.4667 | 13.8367 | 13.5078
"As Gina and Bob walked through the market, Bob offered the book to","As Gina and Yara walked through the market, Yara offered the book to",Gina,Bob,Yara,ABB,6,the market,book,43002,5811,clean,17.772089,14.896936,2.875153,0.69778746,0.03936047,True,1,Gina,Gina | Bob | the | her | his,17.7721 | 14.8969 | 14.5772 | 14.2497 | 14.0012
"After Emma and David left the library, David sent the map to","After Emma and Alice left the library, Alice sent the map to",Emma,David,Alice,ABB,3,the library,map,18966,3271,clean,16.750473,12.12192,4.628553,0.51593167,0.00504008,True,1,Emma,Emma | the | her | his | a,16.7505 | 14.5293 | 14.4456 | 14.2905 | 13.0635
"When Fred and Liam visited the museum, Fred handed the jacket to","When Brian and Liam visited the museum, Brian handed the jacket to",Liam,Fred,Brian,BAB,1,the museum,jacket,31684,8559,clean,16.646341,9.396973,7.249369,0.50990188,0.00036235,True,1,Liam,Liam | the | them | his | a,16.6463 | 15.0630 | 14.3963 | 14.2544 | 13.8056
"When Uma and Mia went to the park, Uma gave the letter to","When Gina and Mia went to the park, Gina gave the letter to",Mia,Uma,Gina,BAB,0,the park,letter,32189,471,clean,14.956553,12.847078,2.109474,0.29088807,0.03528523,True,1,Mia,Mia | her | the | his | U,14.9566 | 14.2757 | 14.0915 | 12.8647 | 12.8471
"When Wendy and Jack arrived at the market, Wendy passed the wallet to","When Tara and Jack arrived at the market, Tara passed the wallet to",Jack,Wendy,Tara,BAB,2,the market,wallet,3619,28314,clean,17.015274,12.288065,4.727209,0.57701254,0.00510722,True,1,Jack,Jack | her | the | them | a,17.0153 | 14.9806 | 14.9580 | 14.2016 | 13.9918
"When Liam and Fred arrived at the theater, Fred passed the key to","When Liam and Noah arrived at the theater, Noah passed the key to",Liam,Fred,Noah,ABB,2,the theater,key,31684,8559,clean,10.94748,11.096702,-0.149221,0.00375302,0.00435699,False,11,the,the | his | a | their | an,15.9579 | 13.8938 | 13.8620 | 13.4155 | 12.1176
"As Tara and Derek walked through the mall, Derek offered the gift to","As Tara and Uma walked through the mall, Uma offered the gift to",Tara,Derek,Uma,ABB,6,the mall,gift,37723,20893,clean,16.842567,12.020751,4.821816,0.50300801,0.00405029,True,1,Tara,Tara | his | the | her | them,16.8426 | 14.7819 | 14.7724 | 14.5939 | 14.2665
"When David and Jack went to the library, David gave the gift to","When Isla and Jack went to the library, Isla gave the gift to",Jack,David,Isla,BAB,0,the library,gift,3619,3271,clean,16.091274,11.824695,4.26658,0.33351743,0.00467915,True,1,Jack,Jack | his | the | a | them,16.0913 | 15.2664 | 14.7843 | 14.1778 | 13.7048
"As Ella and Harry walked through the museum, Harry offered the map to","As Ella and Amy walked through the museum, Amy offered the map to",Ella,Harry,Amy,ABB,6,the museum,map,7122,5850,clean,15.224504,15.164666,0.059838,0.15309134,0.14419931,True,1,Ell,Ell | Harry | the | Hermione | her,15.2245 | 15.1647 | 14.9426 | 14.3083 | 14.0636
"When Victor and Frank went to the restaurant, Victor gave the package to","When Clara and Frank went to the restaurant, Clara gave the package to",Frank,Victor,Clara,BAB,0,the restaurant,package,5278,12622,clean,16.739996,11.780542,4.959454,0.57716078,0.0040498,True,1,Frank,Frank | the | his | their | a,16.7400 | 15.0658 | 14.6227 | 13.4086 | 13.3555
"After Zach and Yara left the library, Zach sent the card to","After Bob and Yara left the library, Bob sent the card to",Yara,Zach,Bob,BAB,3,the library,card,575,18825,clean,15.362993,12.877767,2.485227,0.2989009,0.02490044,True,1,Y,Y | his | the | Zach | a,15.3630 | 13.8202 | 13.7742 | 12.8778 | 12.4985
"When Sam and Paul went to the restaurant, Paul gave the letter to","When Sam and Emma went to the restaurant, Emma gave the letter to",Sam,Paul,Emma,ABB,0,the restaurant,letter,3409,3362,clean,15.501167,11.546235,3.954932,0.34398291,0.0065907,True,1,Sam,Sam | the | his | a | them,15.5012 | 14.5166 | 13.7192 | 13.4965 | 13.4155
"Once Amy and Gina were at the park, Amy brought the letter to","Once Jack and Gina were at the park, Jack brought the letter to",Gina,Amy,Jack,BAB,4,the park,letter,43002,14235,clean,16.556707,14.793928,1.762779,0.34548712,0.05927432,True,1,Gina,Gina | her | the | Amy | them,16.5567 | 15.6859 | 14.9631 | 14.7939 | 13.6145
"When Noah and Uma visited the beach, Noah handed the jacket to","When Mia and Uma visited the beach, Mia handed the jacket to",Uma,Noah,Mia,BAB,1,the beach,jacket,471,18394,clean,16.831816,12.594214,4.237601,0.48444679,0.00699647,True,1,U,U | the | his | her | a,16.8318 | 15.3468 | 15.2120 | 14.0245 | 13.8784
"While Victor and Paul were at the market, Victor delivered the trophy to","While Derek and Paul were at the market, Derek delivered the trophy to",Paul,Victor,Derek,BAB,5,the market,trophy,3362,12622,clean,15.178648,12.524799,2.653849,0.39165795,0.02756482,True,1,Paul,Paul | the | his | Victor | a,15.1786 | 13.9625 | 13.7063 | 12.5248 | 12.4698
"When Frank and Bob visited the cafe, Bob handed the letter to","When Frank and Quinn visited the cafe, Quinn handed the letter to",Frank,Bob,Quinn,ABB,1,the cafe,letter,5278,5811,clean,17.018909,13.225853,3.793056,0.63330376,0.01426621,True,1,Frank,Frank | the | his | them | a,17.0189 | 14.8258 | 13.8878 | 13.6300 | 13.4686
"As Rose and Amy walked through the park, Amy offered the ticket to","As Rose and Quinn walked through the park, Quinn offered the ticket to",Rose,Amy,Quinn,ABB,6,the park,ticket,8049,14235,clean,15.201261,15.129651,0.071609,0.16402414,0.15268916,True,1,Rose,Rose | Amy | the | her | a,15.2013 | 15.1297 | 14.9132 | 14.5625 | 13.4048
"While Victor and Quinn were at the school, Quinn delivered the jacket to","While Victor and Fred were at the school, Fred delivered the jacket to",Victor,Quinn,Fred,ABB,5,the school,jacket,12622,16109,clean,15.461126,13.323296,2.137831,0.33175099,0.03911687,True,1,Victor,Victor | the | her | Quinn | a,15.4611 | 14.1268 | 13.5744 | 13.3233 | 13.3034
"When David and Alice arrived at the office, Alice passed the wallet to","When David and Noah arrived at the office, Noah passed the wallet to",David,Alice,Noah,ABB,2,the office,wallet,3271,14862,clean,16.508751,13.535136,2.973615,0.41609254,0.0212699,True,1,David,David | her | the | a | Alice,16.5088 | 15.1933 | 15.0124 | 13.8158 | 13.5351
"When Isla and Zach arrived at the office, Isla passed the jacket to","When Frank and Zach arrived at the office, Frank passed the jacket to",Zach,Isla,Frank,BAB,2,the office,jacket,18825,1148,clean,17.640514,9.931727,7.708787,0.77137393,0.00034624,True,1,Zach,Zach | the | his | her | a,17.6405 | 14.5956 | 13.9698 | 13.7653 | 13.7376
"After Sam and Frank left the store, Sam sent the letter to","After Bob and Frank left the store, Bob sent the letter to",Frank,Sam,Bob,BAB,3,the store,letter,5278,3409,clean,14.911312,12.747578,2.163734,0.21692143,0.02492324,True,1,Frank,Frank | the | his | Sam | Dean,14.9113 | 14.4791 | 14.4528 | 12.7476 | 12.5448
"While Fred and Isla were at the restaurant, Isla delivered the ticket to","While Fred and Sam were at the restaurant, Sam delivered the ticket to",Fred,Isla,Sam,ABB,5,the restaurant,ticket,8559,1148,clean,14.814924,12.213415,2.601509,0.19098526,0.01416377,True,1,Fred,Fred | the | his | her | a,14.8149 | 14.6977 | 13.2273 | 13.1096 | 12.8964
"As Harry and Fred walked through the store, Harry offered the card to","As Xander and Fred walked through the store, Xander offered the card to",Fred,Harry,Xander,BAB,6,the store,card,8559,5850,clean,16.529951,15.082861,1.44709,0.34476516,0.08110733,True,1,Fred,Fred | the | Harry | his | them,16.5300 | 15.4197 | 15.0829 | 14.7252 | 14.1624
"When Jack and Wendy went to the mall, Jack gave the gift to","When Grace and Wendy went to the mall, Grace gave the gift to",Wendy,Jack,Grace,BAB,0,the mall,gift,28314,3619,clean,18.450441,10.986913,7.463529,0.86262631,0.00049483,True,1,Wendy,Wendy | the | his | a | her,18.4504 | 14.9711 | 14.9531 | 14.1092 | 13.8463
"After Tara and Brian left the cafe, Brian sent the key to","After Tara and Quinn left the cafe, Quinn sent the key to",Tara,Brian,Quinn,ABB,3,the cafe,key,37723,8403,clean,15.452085,13.316722,2.135364,0.28252286,0.03339466,True,1,Tara,Tara | the | her | his | Brian,15.4521 | 14.7654 | 13.9414 | 13.7590 | 13.3167
"When Amy and Henry went to the park, Amy gave the key to","When Clara and Henry went to the park, Clara gave the key to",Henry,Amy,Clara,BAB,0,the park,key,8616,14235,clean,15.547749,13.172345,2.375403,0.26708058,0.02483235,True,2,the,the | Henry | her | a | their,15.6366 | 15.5477 | 14.4277 | 13.2801 | 13.2283
"When Bob and Noah visited the park, Bob handed the bag to","When Gina and Noah visited the park, Gina handed the bag to",Noah,Bob,Gina,BAB,1,the park,bag,18394,5811,clean,17.978048,11.983178,5.99487,0.80023068,0.00199378,True,1,Noah,Noah | the | his | them | a,17.9780 | 15.0315 | 14.4369 | 14.2092 | 13.7217
"When Clara and Amy went to the hospital, Clara gave the key to","When Yara and Amy went to the hospital, Yara gave the key to",Amy,Clara,Yara,BAB,0,the hospital,key,14235,27443,clean,15.257296,11.089198,4.168097,0.22628288,0.00350324,True,2,the,the | Amy | her | a | their,15.5259 | 15.2573 | 14.7815 | 13.3256 | 13.0470
"When Uma and Noah arrived at the park, Uma passed the letter to","When Amy and Noah arrived at the park, Amy passed the letter to",Noah,Uma,Amy,BAB,2,the park,letter,18394,471,clean,16.015507,12.046676,3.968831,0.53419322,0.01009385,True,1,Noah,Noah | the | her | his | a,16.0155 | 14.1176 | 14.0093 | 13.1160 | 13.0499
"After David and Victor left the gym, Victor sent the map to","After David and Henry left the gym, Henry sent the map to",David,Victor,Henry,ABB,3,the gym,map,3271,12622,clean,13.863276,13.819052,0.044224,0.08901379,0.08516303,True,3,his,his | the | David | Victor | him,14.1701 | 13.9328 | 13.8633 | 13.8191 | 12.6402
"As Kate and Mia walked through the restaurant, Mia offered the book to","As Kate and Iris walked through the restaurant, Iris offered the book to",Kate,Mia,Iris,ABB,6,the restaurant,book,16693,32189,clean,15.722404,15.064127,0.658277,0.18873028,0.09771376,True,1,Kate,Kate | her | Mia | the | them,15.7224 | 15.2427 | 15.0641 | 14.8911 | 14.0776
"While Zach and Gina were at the store, Zach delivered the package to","While Henry and Gina were at the store, Henry delivered the package to",Gina,Zach,Henry,BAB,5,the store,package,43002,18825,clean,16.180393,11.206221,4.974173,0.44370601,0.00306789,True,1,Gina,Gina | the | his | their | her,16.1804 | 14.7089 | 14.6070 | 13.8372 | 13.7578
