prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id,prompt_type,logit_io,logit_s,logit_diff,prob_io,prob_s,is_correct,rank_io,top_1_prediction,top_k_predictions,top_k_logits
"When David and Henry visited the restaurant, Henry handed the letter to","When David and Harry visited the restaurant, Harry handed the letter to",David,Henry,Harry,ABB,1,the restaurant,letter,3271,8616,corrupted,15.394979,8.841785,6.553194,0.22920315,0.00032674,True,1,David,David | the | his | a | Harry,15.3950 | 15.0127 | 14.5695 | 13.7033 | 13.4761
"While Xander and Emma were at the gym, Emma delivered the book to","While Xander and Gina were at the gym, Gina delivered the book to",Xander,Emma,Gina,ABB,5,the gym,book,46122,18966,corrupted,16.816961,10.881462,5.935499,0.52287781,0.00138244,True,1,Xander,Xander | her | the | him | them,16.8170 | 14.9915 | 14.5245 | 13.5590 | 13.4710
"Once Wendy and Henry were at the museum, Henry brought the card to","Once Wendy and Liam were at the museum, Liam brought the card to",Wendy,Henry,Liam,ABB,4,the museum,card,28314,8616,corrupted,16.545599,9.781092,6.764507,0.38569152,0.00044509,True,1,Wendy,Wendy | the | her | them | his,16.5456 | 14.9878 | 14.8041 | 14.7116 | 14.1379
"Once Fred and Iris were at the station, Fred brought the book to","Once Alice and Iris were at the station, Alice brought the book to",Iris,Fred,Alice,BAB,4,the station,book,34230,8559,corrupted,14.960368,8.069436,6.890932,0.09544076,9.706e-05,True,3,her,her | the | Iris | them | Alice,16.2956 | 15.4530 | 14.9604 | 13.7972 | 13.6376
"While Ella and Xander were at the cafe, Xander delivered the card to","While Ella and Grace were at the cafe, Grace delivered the card to",Ella,Xander,Grace,ABB,5,the cafe,card,7122,46122,corrupted,13.622534,7.485456,6.137078,0.07261597,0.00015694,True,3,the,the | her | Ell | a | their,14.2326 | 14.1320 | 13.6225 | 13.1197 | 11.7886
"When Isla and Liam arrived at the station, Isla passed the ticket to","When Wendy and Liam arrived at the station, Wendy passed the ticket to",Liam,Isla,Wendy,BAB,2,the station,ticket,31684,1148,corrupted,15.54109,5.716299,9.824791,0.37161222,2.01e-05,True,1,Liam,Liam | the | her | a | them,15.5411 | 14.4444 | 14.0497 | 13.4584 | 13.1211
"When Paul and Mia arrived at the cafe, Mia passed the bag to","When Paul and Harry arrived at the cafe, Harry passed the bag to",Paul,Mia,Harry,ABB,2,the cafe,bag,3362,32189,corrupted,16.13106,8.512321,7.618738,0.35112071,0.00017246,True,1,Paul,Paul | the | his | them | Hermione,16.1311 | 14.8900 | 14.4959 | 14.0977 | 13.9958
"When Iris and Ella arrived at the hospital, Ella passed the map to","When Iris and Kate arrived at the hospital, Kate passed the map to",Iris,Ella,Kate,ABB,2,the hospital,map,34230,7122,corrupted,17.016905,5.496747,11.520158,0.65659726,6.52e-06,True,1,Iris,Iris | her | the | them | a,17.0169 | 15.1715 | 14.1447 | 13.3934 | 12.7878
"When David and Rose visited the hospital, David handed the phone to","When Gina and Rose visited the hospital, Gina handed the phone to",Rose,David,Gina,BAB,1,the hospital,phone,8049,3271,corrupted,14.949501,9.667717,5.281784,0.14760283,0.00075032,True,2,her,her | Rose | the | a | them,15.6683 | 14.9495 | 14.7823 | 13.7855 | 12.3925
"When Emma and Carol visited the office, Carol handed the map to","When Emma and Bob visited the office, Bob handed the map to",Emma,Carol,Bob,ABB,1,the office,map,18966,5074,corrupted,18.506113,9.372642,9.133471,0.8184998,8.839e-05,True,1,Emma,Emma | the | her | them | his,18.5061 | 15.1309 | 15.0494 | 14.9542 | 13.5534
"After Bob and Fred left the museum, Bob sent the book to","After Grace and Fred left the museum, Grace sent the book to",Fred,Bob,Grace,BAB,3,the museum,book,8559,5811,corrupted,15.075962,10.910485,4.165477,0.24051237,0.00373331,True,1,Fred,Fred | her | the | a | his,15.0760 | 14.5427 | 14.0354 | 12.9924 | 12.6733
"When Zach and Paul visited the beach, Zach handed the phone to","When Fred and Paul visited the beach, Fred handed the phone to",Paul,Zach,Fred,BAB,1,the beach,phone,3362,18825,corrupted,15.746916,8.020007,7.726909,0.247668,0.00010917,True,1,Paul,Paul | the | his | him | a,15.7469 | 15.0515 | 14.8120 | 14.1842 | 14.1174
"When Olivia and Paul arrived at the library, Paul passed the key to","When Olivia and Derek arrived at the library, Derek passed the key to",Olivia,Paul,Derek,ABB,2,the library,key,33911,3362,corrupted,11.950872,6.848438,5.102434,0.01007326,6.126e-05,True,7,the,the | their | his | a | her,15.7967 | 14.1036 | 14.0993 | 13.8340 | 13.6171
"After Iris and Amy left the market, Amy sent the map to","After Iris and Xander left the market, Xander sent the map to",Iris,Amy,Xander,ABB,3,the market,map,34230,14235,corrupted,14.495777,8.698968,5.796809,0.18962514,0.00057594,True,1,Iris,Iris | the | his | Xander | her,14.4958 | 13.9222 | 13.0052 | 12.8514 | 12.4190
"Once Grace and Wendy were at the station, Wendy brought the letter to","Once Grace and Amy were at the station, Amy brought the letter to",Grace,Wendy,Amy,ABB,4,the station,letter,16156,28314,corrupted,14.783942,9.858301,4.925641,0.09745547,0.00070734,True,3,her,her | the | Grace | Amy | them,14.9780 | 14.9141 | 14.7839 | 14.7595 | 13.9310
"When Ella and Bob arrived at the park, Ella passed the note to","When Henry and Bob arrived at the park, Henry passed the note to",Bob,Ella,Henry,BAB,2,the park,note,5811,7122,corrupted,15.698133,6.596085,9.102049,0.38089025,4.245e-05,True,1,Bob,Bob | his | the | them | a,15.6981 | 14.6947 | 14.3695 | 13.3632 | 13.1532
"When Wendy and Yara visited the office, Wendy handed the pen to","When Liam and Yara visited the office, Liam handed the pen to",Yara,Wendy,Liam,BAB,1,the office,pen,575,28314,corrupted,15.765153,9.105225,6.659928,0.33529046,0.00042959,True,1,Y,Y | the | his | them | a,15.7652 | 14.5513 | 14.0556 | 13.9125 | 13.5335
"When Tara and Grace arrived at the beach, Grace passed the phone to","When Tara and Bob arrived at the beach, Bob passed the phone to",Tara,Grace,Bob,ABB,2,the beach,phone,37723,16156,corrupted,16.690928,9.374439,7.316488,0.51001441,0.0003389,True,1,Tara,Tara | the | her | his | a,16.6909 | 14.4816 | 14.2384 | 14.1725 | 13.9150
"While Zach and David were at the library, Zach delivered the book to","While Grace and David were at the library, Grace delivered the book to",David,Zach,Grace,BAB,5,the library,book,3271,18825,corrupted,14.522347,8.57679,5.945558,0.12273081,0.00032124,True,2,her,her | David | the | a | one,14.9485 | 14.5223 | 14.3824 | 14.1530 | 12.3280
"While Fred and Amy were at the restaurant, Fred delivered the package to","While Iris and Amy were at the restaurant, Iris delivered the package to",Amy,Fred,Iris,BAB,5,the restaurant,package,14235,8559,corrupted,15.952904,6.791022,9.161881,0.4046748,4.248e-05,True,1,Amy,Amy | her | the | Iris | a,15.9529 | 14.9900 | 14.7295 | 13.0908 | 12.7896
"When Henry and Derek visited the theater, Derek handed the package to","When Henry and Emma visited the theater, Emma handed the package to",Henry,Derek,Emma,ABB,1,the theater,package,8616,20893,corrupted,17.437321,8.680762,8.756558,0.68313521,0.00010754,True,1,Henry,Henry | the | her | Emma | them,17.4373 | 14.7869 | 14.5513 | 14.0909 | 13.8228
"After Kate and David left the mall, Kate sent the pen to","After Grace and David left the mall, Grace sent the pen to",David,Kate,Grace,BAB,3,the mall,pen,3271,16693,corrupted,13.711048,9.01895,4.692099,0.07189713,0.00065911,True,3,her,her | the | David | a | his,14.7238 | 14.1021 | 13.7110 | 13.2224 | 12.6380
"While Mia and Harry were at the store, Mia delivered the phone to","While Bob and Harry were at the store, Bob delivered the phone to",Harry,Mia,Bob,BAB,5,the store,phone,5850,32189,corrupted,15.711571,7.020871,8.6907,0.30276296,5.091e-05,True,1,Harry,Harry | the | his | a | Ron,15.7116 | 14.5874 | 14.4052 | 13.7278 | 12.8309
"When Grace and Derek arrived at the store, Grace passed the note to","When Iris and Derek arrived at the store, Iris passed the note to",Derek,Grace,Iris,BAB,2,the store,note,20893,16156,corrupted,15.26195,5.325485,9.936464,0.3072744,1.487e-05,True,1,Derek,Derek | her | the | them | a,15.2619 | 14.7635 | 14.1201 | 14.0198 | 12.9965
"As Gina and Bob walked through the market, Bob offered the book to","As Gina and Yara walked through the market, Yara offered the book to",Gina,Bob,Yara,ABB,6,the market,book,43002,5811,corrupted,16.242495,8.506178,7.736317,0.40490407,0.00017681,True,1,Gina,Gina | her | the | Y | a,16.2425 | 15.2378 | 14.2908 | 14.2065 | 13.4651
"After Emma and David left the library, David sent the map to","After Emma and Alice left the library, Alice sent the map to",Emma,David,Alice,ABB,3,the library,map,18966,3271,corrupted,14.813026,9.709521,5.103505,0.15135105,0.00091952,True,1,Emma,Emma | her | the | Alice | a,14.8130 | 14.6641 | 14.4307 | 14.1767 | 12.5678
"When Fred and Liam visited the museum, Fred handed the jacket to","When Brian and Liam visited the museum, Brian handed the jacket to",Liam,Fred,Brian,BAB,1,the museum,jacket,31684,8559,corrupted,16.632835,6.523218,10.109618,0.50221097,2.043e-05,True,1,Liam,Liam | the | them | his | a,16.6328 | 14.8197 | 14.8140 | 14.1961 | 13.8967
"When Uma and Mia went to the park, Uma gave the letter to","When Gina and Mia went to the park, Gina gave the letter to",Mia,Uma,Gina,BAB,0,the park,letter,32189,471,corrupted,14.992138,7.755328,7.23681,0.25645718,0.00018455,True,1,Mia,Mia | her | the | a | them,14.9921 | 14.5999 | 14.4446 | 12.9051 | 12.1809
"When Wendy and Jack arrived at the market, Wendy passed the wallet to","When Tara and Jack arrived at the market, Tara passed the wallet to",Jack,Wendy,Tara,BAB,2,the market,wallet,3619,28314,corrupted,16.817524,8.917002,7.900522,0.56438488,0.00020913,True,1,Jack,Jack | the | her | them | a,16.8175 | 14.8268 | 14.7182 | 14.0879 | 13.6151
"When Liam and Fred arrived at the theater, Fred passed the key to","When Liam and Noah arrived at the theater, Noah passed the key to",Liam,Fred,Noah,ABB,2,the theater,key,31684,8559,corrupted,10.038601,7.181546,2.857055,0.00150393,8.638e-05,True,18,the,the | his | a | their | Noah,15.9727 | 13.9802 | 13.9146 | 13.3593 | 12.2580
"As Tara and Derek walked through the mall, Derek offered the gift to","As Tara and Uma walked through the mall, Uma offered the gift to",Tara,Derek,Uma,ABB,6,the mall,gift,37723,20893,corrupted,16.507912,6.156336,10.351576,0.46996012,1.501e-05,True,1,Tara,Tara | her | U | the | them,16.5079 | 15.4431 | 14.4621 | 14.3954 | 13.8786
"When David and Jack went to the library, David gave the gift to","When Isla and Jack went to the library, Isla gave the gift to",Jack,David,Isla,BAB,0,the library,gift,3619,3271,corrupted,17.097118,7.730392,9.366726,0.73587811,6.293e-05,True,1,Jack,Jack | the | her | them | his,17.0971 | 14.3460 | 13.9256 | 13.5227 | 13.4433
"As Ella and Harry walked through the museum, Harry offered the map to","As Ella and Amy walked through the museum, Amy offered the map to",Ella,Harry,Amy,ABB,6,the museum,map,7122,5850,corrupted,15.031647,10.859193,4.172454,0.12883005,0.00198584,True,1,Ell,Ell | the | her | Amy | them,15.0316 | 14.9242 | 14.7974 | 14.6335 | 14.1669
"When Victor and Frank went to the restaurant, Victor gave the package to","When Clara and Frank went to the restaurant, Clara gave the package to",Frank,Victor,Clara,BAB,0,the restaurant,package,5278,12622,corrupted,16.919132,8.550441,8.368691,0.5527001,0.00012824,True,1,Frank,Frank | her | the | them | a,16.9191 | 15.2358 | 15.0795 | 13.6915 | 13.3950
"After Zach and Yara left the library, Zach sent the card to","After Bob and Yara left the library, Bob sent the card to",Yara,Zach,Bob,BAB,3,the library,card,575,18825,corrupted,15.591944,8.267393,7.324551,0.31218582,0.00020578,True,1,Y,Y | the | his | Bob | a,15.5919 | 14.0104 | 14.0015 | 12.9592 | 12.8025
"When Sam and Paul went to the restaurant, Paul gave the letter to","When Sam and Emma went to the restaurant, Emma gave the letter to",Sam,Paul,Emma,ABB,0,the restaurant,letter,3409,3362,corrupted,16.063276,9.58326,6.480017,0.40976059,0.00062848,True,1,Sam,Sam | the | her | Dean | them,16.0633 | 14.6306 | 14.3750 | 13.4285 | 13.2917
"Once Amy and Gina were at the park, Amy brought the letter to","Once Jack and Gina were at the park, Jack brought the letter to",Gina,Amy,Jack,BAB,4,the park,letter,43002,14235,corrupted,16.160837,9.808909,6.351928,0.37905627,0.00066084,True,1,Gina,Gina | the | his | her | them,16.1608 | 14.6400 | 14.1942 | 14.1573 | 13.1159
"When Noah and Uma visited the beach, Noah handed the jacket to","When Mia and Uma visited the beach, Mia handed the jacket to",Uma,Noah,Mia,BAB,1,the beach,jacket,471,18394,corrupted,16.39275,7.593246,8.799503,0.42623594,6.428e-05,True,1,U,U | her | the | Mia | a,16.3927 | 15.2759 | 14.8186 | 14.1503 | 13.5585
"While Victor and Paul were at the market, Victor delivered the trophy to","While Derek and Paul were at the market, Derek delivered the trophy to",Paul,Victor,Derek,BAB,5,the market,trophy,3362,12622,corrupted,14.4971,8.365712,6.131388,0.20254132,0.00044024,True,1,Paul,Paul | his | the | a | their,14.4971 | 14.1420 | 14.0756 | 13.1046 | 11.8120
"When Frank and Bob visited the cafe, Bob handed the letter to","When Frank and Quinn visited the cafe, Quinn handed the letter to",Frank,Bob,Quinn,ABB,1,the cafe,letter,5278,5811,corrupted,16.709261,8.997832,7.711429,0.67341596,0.00030148,True,1,Frank,Frank | the | her | Quinn | a,16.7093 | 14.4434 | 12.9325 | 12.9313 | 12.7688
"As Rose and Amy walked through the park, Amy offered the ticket to","As Rose and Quinn walked through the park, Quinn offered the ticket to",Rose,Amy,Quinn,ABB,6,the park,ticket,8049,14235,corrupted,15.080997,9.443272,5.637726,0.23103169,0.00082269,True,1,Rose,Rose | the | Quinn | her | a,15.0810 | 14.4254 | 14.1404 | 13.8966 | 13.1955
"While Victor and Quinn were at the school, Quinn delivered the jacket to","While Victor and Fred were at the school, Fred delivered the jacket to",Victor,Quinn,Fred,ABB,5,the school,jacket,12622,16109,corrupted,16.174782,5.746088,10.428694,0.46596798,1.378e-05,True,1,Victor,Victor | the | a | his | Fred,16.1748 | 14.4613 | 13.7292 | 13.4063 | 13.3445
"When David and Alice arrived at the office, Alice passed the wallet to","When David and Noah arrived at the office, Noah passed the wallet to",David,Alice,Noah,ABB,2,the office,wallet,3271,14862,corrupted,15.873281,8.791241,7.082041,0.24624003,0.00020686,True,1,David,David | his | the | Noah | a,15.8733 | 15.1241 | 14.9360 | 14.5572 | 14.4867
"When Isla and Zach arrived at the office, Isla passed the jacket to","When Frank and Zach arrived at the office, Frank passed the jacket to",Zach,Isla,Frank,BAB,2,the office,jacket,18825,1148,corrupted,16.844816,6.925643,9.919173,0.54363912,2.676e-05,True,1,Zach,Zach | the | his | a | them,16.8448 | 14.8105 | 14.4559 | 14.0473 | 13.3529
"After Sam and Frank left the store, Sam sent the letter to","After Bob and Frank left the store, Bob sent the letter to",Frank,Sam,Bob,BAB,3,the store,letter,5278,3409,corrupted,15.179791,9.285455,5.894337,0.27917212,0.00076912,True,1,Frank,Frank | the | his | Bob | their,15.1798 | 14.5398 | 14.3629 | 12.5873 | 12.5557
"While Fred and Isla were at the restaurant, Isla delivered the ticket to","While Fred and Sam were at the restaurant, Sam delivered the ticket to",Fred,Isla,Sam,ABB,5,the restaurant,ticket,8559,1148,corrupted,15.594029,6.727023,8.867007,0.27274156,3.845e-05,True,1,Fred,Fred | the | Sam | his | a,15.5940 | 14.9782 | 14.3538 | 13.7322 | 13.3996
"As Harry and Fred walked through the store, Harry offered the card to","As Xander and Fred walked through the store, Xander offered the card to",Fred,Harry,Xander,BAB,6,the store,card,8559,5850,corrupted,16.549862,11.876379,4.673483,0.40047011,0.00374026,True,1,Fred,Fred | the | Xander | them | his,16.5499 | 15.1344 | 14.8078 | 14.2962 | 14.2383
"When Jack and Wendy went to the mall, Jack gave the gift to","When Grace and Wendy went to the mall, Grace gave the gift to",Wendy,Jack,Grace,BAB,0,the mall,gift,28314,3619,corrupted,16.658737,7.996579,8.662158,0.52968979,9.164e-05,True,1,Wendy,Wendy | her | the | a | their,16.6587 | 15.3644 | 14.7931 | 14.1930 | 13.0027
"After Tara and Brian left the cafe, Brian sent the key to","After Tara and Quinn left the cafe, Quinn sent the key to",Tara,Brian,Quinn,ABB,3,the cafe,key,37723,8403,corrupted,14.738081,9.827974,4.910107,0.18808147,0.00138648,True,1,Tara,Tara | the | her | Quinn | a,14.7381 | 14.4533 | 14.2023 | 14.0246 | 12.6459
"When Amy and Henry went to the park, Amy gave the key to","When Clara and Henry went to the park, Clara gave the key to",Henry,Amy,Clara,BAB,0,the park,key,8616,14235,corrupted,15.733465,8.614963,7.118503,0.33703369,0.00027299,True,1,Henry,Henry | the | her | a | their,15.7335 | 15.5213 | 14.2038 | 13.2414 | 12.8982
"When Bob and Noah visited the park, Bob handed the bag to","When Gina and Noah visited the park, Gina handed the bag to",Noah,Bob,Gina,BAB,1,the park,bag,18394,5811,corrupted,17.580683,8.952497,8.628185,0.75357467,0.00013488,True,1,Noah,Noah | the | her | them | a,17.5807 | 14.8731 | 14.7791 | 14.2204 | 13.1514
"When Clara and Amy went to the hospital, Clara gave the key to","When Yara and Amy went to the hospital, Yara gave the key to",Amy,Clara,Yara,BAB,0,the hospital,key,14235,27443,corrupted,15.375679,7.781177,7.594502,0.24977604,0.00012569,True,2,the,the | Amy | her | Y | their,15.4275 | 15.3757 | 14.6438 | 13.5787 | 13.1902
"When Uma and Noah arrived at the park, Uma passed the letter to","When Amy and Noah arrived at the park, Amy passed the letter to",Noah,Uma,Amy,BAB,2,the park,letter,18394,471,corrupted,16.075829,7.297507,8.778321,0.44174823,6.805e-05,True,1,Noah,Noah | her | the | them | a,16.0758 | 15.0330 | 14.2536 | 13.4757 | 13.1447
"After David and Victor left the gym, Victor sent the map to","After David and Henry left the gym, Henry sent the map to",David,Victor,Henry,ABB,3,the gym,map,3271,12622,corrupted,13.285281,8.657729,4.627552,0.05155167,0.00050411,True,3,his,his | the | David | a | Henry,14.2950 | 14.0311 | 13.2853 | 12.4974 | 12.4923
"As Kate and Mia walked through the restaurant, Mia offered the book to","As Kate and Iris walked through the restaurant, Iris offered the book to",Kate,Mia,Iris,ABB,6,the restaurant,book,16693,32189,corrupted,16.083096,8.903762,7.179334,0.26391798,0.00020115,True,1,Kate,Kate | her | Iris | the | them,16.0831 | 15.3731 | 15.3693 | 14.8279 | 14.4286
