prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id
"When Harry and Emma arrived at the mall, Harry passed the bag to","When Alice and Emma arrived at the mall, Alice passed the bag to",Emma,Harry,Alice,BAB,2,the mall,bag,18966,5850
"When Mia and Amy visited the school, Mia handed the wallet to","When Harry and Amy visited the school, Harry handed the wallet to",Amy,Mia,Harry,BAB,1,the school,wallet,14235,32189
"When Jack and Yara went to the school, Jack gave the trophy to","When David and Yara went to the school, David gave the trophy to",Yara,Jack,David,BAB,0,the school,trophy,575,3619
"Once Jack and Victor were at the school, Victor brought the letter to","Once Jack and Frank were at the school, Frank brought the letter to",Jack,Victor,Frank,ABB,4,the school,letter,3619,12622
"As Ella and Emma walked through the park, Emma offered the gift to","As Ella and Frank walked through the park, Frank offered the gift to",Ella,Emma,Frank,ABB,6,the park,gift,7122,18966
"When Derek and Xander arrived at the beach, Derek passed the book to","When Fred and Xander arrived at the beach, Fred passed the book to",Xander,Derek,Fred,BAB,2,the beach,book,46122,20893
"When Mia and Isla went to the mall, Mia gave the bag to","When Xander and Isla went to the mall, Xander gave the bag to",Isla,Mia,Xander,BAB,0,the mall,bag,1148,32189
"When Kate and Olivia visited the school, Kate handed the package to","When Grace and Olivia visited the school, Grace handed the package to",Olivia,Kate,Grace,BAB,1,the school,package,33911,16693
"While Kate and Isla were at the restaurant, Kate delivered the key to","While Uma and Isla were at the restaurant, Uma delivered the key to",Isla,Kate,Uma,BAB,5,the restaurant,key,1148,16693
"As Carol and Emma walked through the theater, Emma offered the pen to","As Carol and Mia walked through the theater, Mia offered the pen to",Carol,Emma,Mia,ABB,6,the theater,pen,5074,18966
"When Brian and Uma went to the cafe, Brian gave the wallet to","When Henry and Uma went to the cafe, Henry gave the wallet to",Uma,Brian,Henry,BAB,0,the cafe,wallet,471,8403
"When Xander and Ella arrived at the museum, Ella passed the jacket to","When Xander and Harry arrived at the museum, Harry passed the jacket to",Xander,Ella,Harry,ABB,2,the museum,jacket,46122,7122
"When Harry and Iris visited the restaurant, Iris handed the package to","When Harry and Yara visited the restaurant, Yara handed the package to",Harry,Iris,Yara,ABB,1,the restaurant,package,5850,34230
"After Alice and Quinn left the station, Alice sent the trophy to","After Victor and Quinn left the station, Victor sent the trophy to",Quinn,Alice,Victor,BAB,3,the station,trophy,16109,14862
"While Emma and Iris were at the park, Iris delivered the ticket to","While Emma and Uma were at the park, Uma delivered the ticket to",Emma,Iris,Uma,ABB,5,the park,ticket,18966,34230
"Once Noah and Gina were at the gym, Noah brought the note to","Once Jack and Gina were at the gym, Jack brought the note to",Gina,Noah,Jack,BAB,4,the gym,note,43002,18394
"After Paul and Kate left the store, Kate sent the letter to","After Paul and Liam left the store, Liam sent the letter to",Paul,Kate,Liam,ABB,3,the store,letter,3362,16693
"When Xander and Zach went to the school, Xander gave the package to","When Gina and Zach went to the school, Gina gave the package to",Zach,Xander,Gina,BAB,0,the school,package,18825,46122
"After Yara and Isla left the theater, Isla sent the jacket to","After Yara and Victor left the theater, Victor sent the jacket to",Yara,Isla,Victor,ABB,3,the theater,jacket,575,1148
"When Ella and Noah visited the beach, Ella handed the package to","When Emma and Noah visited the beach, Emma handed the package to",Noah,Ella,Emma,BAB,1,the beach,package,18394,7122
"Once Yara and Carol were at the school, Yara brought the card to","Once Zach and Carol were at the school, Zach brought the card to",Carol,Yara,Zach,BAB,4,the school,card,5074,575
"When Jack and David went to the school, Jack gave the bag to","When Grace and David went to the school, Grace gave the bag to",David,Jack,Grace,BAB,0,the school,bag,3271,3619
"When Kate and Fred visited the restaurant, Kate handed the wallet to","When Xander and Fred visited the restaurant, Xander handed the wallet to",Fred,Kate,Xander,BAB,1,the restaurant,wallet,8559,16693
"After Paul and Carol left the school, Carol sent the pen to","After Paul and Frank left the school, Frank sent the pen to",Paul,Carol,Frank,ABB,3,the school,pen,3362,5074
"While Rose and Alice were at the museum, Alice delivered the bag to","While Rose and Kate were at the museum, Kate delivered the bag to",Rose,Alice,Kate,ABB,5,the museum,bag,8049,14862
"When Olivia and Emma went to the office, Emma gave the card to","When Olivia and Jack went to the office, Jack gave the card to",Olivia,Emma,Jack,ABB,0,the office,card,33911,18966
"As Clara and Liam walked through the school, Liam offered the map to","As Clara and Frank walked through the school, Frank offered the map to",Clara,Liam,Frank,ABB,6,the school,map,27443,31684
"After Frank and Clara left the gym, Frank sent the gift to","After Fred and Clara left the gym, Fred sent the gift to",Clara,Frank,Fred,BAB,3,the gym,gift,27443,5278
"After Emma and Uma left the hospital, Emma sent the note to","After Frank and Uma left the hospital, Frank sent the note to",Uma,Emma,Frank,BAB,3,the hospital,note,471,18966
"When Uma and Yara arrived at the market, Yara passed the card to","When Uma and Harry arrived at the market, Harry passed the card to",Uma,Yara,Harry,ABB,2,the market,card,471,575
"As Henry and Jack walked through the gym, Henry offered the gift to","As Harry and Jack walked through the gym, Harry offered the gift to",Jack,Henry,Harry,BAB,6,the gym,gift,3619,8616
"When Fred and Paul went to the office, Fred gave the ticket to","When Yara and Paul went to the office, Yara gave the ticket to",Paul,Fred,Yara,BAB,0,the office,ticket,3362,8559
"After Sam and Liam left the library, Sam sent the jacket to","After Grace and Liam left the library, Grace sent the jacket to",Liam,Sam,Grace,BAB,3,the library,jacket,31684,3409
"While Bob and Ella were at the library, Bob delivered the pen to","While Brian and Ella were at the library, Brian delivered the pen to",Ella,Bob,Brian,BAB,5,the library,pen,7122,5811
"When Iris and Mia visited the park, Iris handed the letter to","When Grace and Mia visited the park, Grace handed the letter to",Mia,Iris,Grace,BAB,1,the park,letter,32189,34230
"As Amy and Yara walked through the mall, Yara offered the wallet to","As Amy and Bob walked through the mall, Bob offered the wallet to",Amy,Yara,Bob,ABB,6,the mall,wallet,14235,575
"When Fred and Grace arrived at the station, Fred passed the gift to","When Jack and Grace arrived at the station, Jack passed the gift to",Grace,Fred,Jack,BAB,2,the station,gift,16156,8559
"While Liam and Quinn were at the park, Liam delivered the package to","While Victor and Quinn were at the park, Victor delivered the package to",Quinn,Liam,Victor,BAB,5,the park,package,16109,31684
"While Henry and Noah were at the restaurant, Noah delivered the wallet to","While Henry and Derek were at the restaurant, Derek delivered the wallet to",Henry,Noah,Derek,ABB,5,the restaurant,wallet,8616,18394
"While Victor and Harry were at the library, Victor delivered the bag to","While Brian and Harry were at the library, Brian delivered the bag to",Harry,Victor,Brian,BAB,5,the library,bag,5850,12622
"As Tara and Quinn walked through the station, Tara offered the note to","As Wendy and Quinn walked through the station, Wendy offered the note to",Quinn,Tara,Wendy,BAB,6,the station,note,16109,37723
"When Bob and Jack visited the market, Jack handed the phone to","When Bob and Paul visited the market, Paul handed the phone to",Bob,Jack,Paul,ABB,1,the market,phone,5811,3619
"While Victor and Mia were at the hospital, Victor delivered the phone to","While Olivia and Mia were at the hospital, Olivia delivered the phone to",Mia,Victor,Olivia,BAB,5,the hospital,phone,32189,12622
"When Ella and Paul visited the park, Paul handed the gift to","When Ella and Amy visited the park, Amy handed the gift to",Ella,Paul,Amy,ABB,1,the park,gift,7122,3362
"After Brian and Grace left the gym, Brian sent the phone to","After Paul and Grace left the gym, Paul sent the phone to",Grace,Brian,Paul,BAB,3,the gym,phone,16156,8403
"While Xander and Fred were at the theater, Xander delivered the book to","While Derek and Fred were at the theater, Derek delivered the book to",Fred,Xander,Derek,BAB,5,the theater,book,8559,46122
"Once Ella and Iris were at the store, Iris brought the trophy to","Once Ella and Clara were at the store, Clara brought the trophy to",Ella,Iris,Clara,ABB,4,the store,trophy,7122,34230
"When Xander and Mia went to the school, Mia gave the package to","When Xander and Emma went to the school, Emma gave the package to",Xander,Mia,Emma,ABB,0,the school,package,46122,32189
"When Derek and Clara visited the cafe, Derek handed the key to","When Quinn and Clara visited the cafe, Quinn handed the key to",Clara,Derek,Quinn,BAB,1,the cafe,key,27443,20893
"After Paul and Alice left the office, Alice sent the ticket to","After Paul and Quinn left the office, Quinn sent the ticket to",Paul,Alice,Quinn,ABB,3,the office,ticket,3362,14862
"As Paul and Grace walked through the school, Grace offered the pen to","As Paul and Tara walked through the school, Tara offered the pen to",Paul,Grace,Tara,ABB,6,the school,pen,3362,16156
"Once Paul and Kate were at the store, Kate brought the card to","Once Paul and Tara were at the store, Tara brought the card to",Paul,Kate,Tara,ABB,4,the store,card,3362,16693
"Once Liam and Tara were at the cafe, Tara brought the book to","Once Liam and Zach were at the cafe, Zach brought the book to",Liam,Tara,Zach,ABB,4,the cafe,book,31684,37723
"As Kate and Ella walked through the museum, Kate offered the pen to","As Olivia and Ella walked through the museum, Olivia offered the pen to",Ella,Kate,Olivia,BAB,6,the museum,pen,7122,16693
"When Victor and Clara arrived at the gym, Victor passed the card to","When Quinn and Clara arrived at the gym, Quinn passed the card to",Clara,Victor,Quinn,BAB,2,the gym,card,27443,12622
"When Noah and David went to the station, David gave the bag to","When Noah and Isla went to the station, Isla gave the bag to",Noah,David,Isla,ABB,0,the station,bag,18394,3271
"When Wendy and Tara visited the beach, Tara handed the jacket to","When Wendy and Zach visited the beach, Zach handed the jacket to",Wendy,Tara,Zach,ABB,1,the beach,jacket,28314,37723
"While Brian and Iris were at the gym, Iris delivered the wallet to","While Brian and Quinn were at the gym, Quinn delivered the wallet to",Brian,Iris,Quinn,ABB,5,the gym,wallet,8403,34230
"Once Quinn and Carol were at the park, Carol brought the trophy to","Once Quinn and Derek were at the park, Derek brought the trophy to",Quinn,Carol,Derek,ABB,4,the park,trophy,16109,5074
"When Alice and Xander went to the store, Alice gave the book to","When Jack and Xander went to the store, Jack gave the book to",Xander,Alice,Jack,BAB,0,the store,book,46122,14862
"After David and Alice left the station, David sent the note to","After Yara and Alice left the station, Yara sent the note to",Alice,David,Yara,BAB,3,the station,note,14862,3271
"Once Grace and Iris were at the mall, Iris brought the letter to","Once Grace and Alice were at the mall, Alice brought the letter to",Grace,Iris,Alice,ABB,4,the mall,letter,16156,34230
"When Quinn and Tara went to the museum, Quinn gave the map to","When Liam and Tara went to the museum, Liam gave the map to",Tara,Quinn,Liam,BAB,0,the museum,map,37723,16109
"Once Ella and David were at the office, David brought the card to","Once Ella and Iris were at the office, Iris brought the card to",Ella,David,Iris,ABB,4,the office,card,7122,3271
"As Grace and Yara walked through the cafe, Grace offered the pen to","As Ella and Yara walked through the cafe, Ella offered the pen to",Yara,Grace,Ella,BAB,6,the cafe,pen,575,16156
"After Sam and Gina left the cafe, Gina sent the ticket to","After Sam and Rose left the cafe, Rose sent the ticket to",Sam,Gina,Rose,ABB,3,the cafe,ticket,3409,43002
"Once Rose and Sam were at the school, Sam brought the card to","Once Rose and Henry were at the school, Henry brought the card to",Rose,Sam,Henry,ABB,4,the school,card,8049,3409
"As Kate and Uma walked through the library, Uma offered the ticket to","As Kate and Mia walked through the library, Mia offered the ticket to",Kate,Uma,Mia,ABB,6,the library,ticket,16693,471
"When Quinn and Frank went to the park, Quinn gave the package to","When Emma and Frank went to the park, Emma gave the package to",Frank,Quinn,Emma,BAB,0,the park,package,5278,16109
